block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast25,ASILO,38,8,0.37149953450852713,0.01285106002080777,0.0001651497436584038,0.3625942042561016,0.38040486476095264,3435056.5
heterogeneous,fast25,ASILO,39,8,0.37246103573321654,0.012708539739774635,0.00016150698231743115,0.36365446699682263,0.38126760446961044,3604929.75
heterogeneous,fast25,ASILO,40,8,0.3709308328841068,0.013231978038701018,0.00017508524281666603,0.3617615399124234,0.38010012585579017,3777728.25
heterogeneous,fast25,ASILO,41,8,0.36890684438233623,0.009850260121394555,9.702762445913588e-05,0.3620809623686125,0.37573272639606,3954350.875
heterogeneous,fast25,ASILO,42,8,0.3701763584895159,0.009364124521420665,8.76868280526718e-05,0.36368735125952356,0.37666536571950826,4136147.125
heterogeneous,fast25,ASILO,43,8,0.3735644667748138,0.01146180197958181,0.0001313729046191455,0.3656218432285217,0.3815070903211059,4322891.375
heterogeneous,fast25,ASILO,44,8,0.37352773491513347,0.011476069351267115,0.0001317001677550924,0.36557522458467834,0.3814802452455886,4513912.0
heterogeneous,fast25,ASILO,45,8,0.3748113202683748,0.01486558457739898,0.0002209856048278024,0.3645099957206135,0.38511264481613616,4709204.375
heterogeneous,fast25,ASILO,46,8,0.3710519311571234,0.013400286723996136,0.0001795676842853071,0.36176600621698934,0.3803378560972575,4908321.75
heterogeneous,fast25,ASILO,47,8,0.37095071800443913,0.013386579004595094,0.0001792004974462662,0.36167429202922124,0.380227143979657,5111942.125
heterogeneous,fast25,ASILO,48,8,0.3699445683359488,0.019185217028507232,0.00036807255243092386,0.3566498912177436,0.383239245454154,5319383.625
heterogeneous,fast25,ASILO,49,8,0.3736113334574622,0.0122477043899665,0.00015000626282400467,0.36512410732591094,0.3820985595890135,5530649.125
heterogeneous,fast25,DFedSAM,0,8,0.30328775534385094,0.027929395176059444,0.0007800511149004926,0.28393367191488905,0.32264183877281283,15600.0
heterogeneous,fast25,DFedSAM,1,8,0.30665666365842137,0.02704329322977391,0.0007313397087115354,0.2879166175505998,0.32539670976624296,46800.0
heterogeneous,fast25,DFedSAM,2,8,0.3087143034939457,0.026130171633714772,0.0006827858696073922,0.290607018369293,0.3268215886185984,93600.0
heterogeneous,fast25,DFedSAM,3,8,0.32886196139641505,0.028269755728185103,0.0007991790889312544,0.30927202013808586,0.34845190265474424,156000.0
heterogeneous,fast25,DFedSAM,4,8,0.31789093208031605,0.02521064951874363,0.0006355768491569284,0.30042084327215146,0.33536102088848063,234000.0
heterogeneous,fast25,DFedSAM,5,8,0.32695686160844784,0.015972883488456335,0.000255133006935801,0.3158882180632535,0.33802550515364216,327600.0
heterogeneous,fast25,DFedSAM,6,8,0.33465408637673455,0.015490531045758408,0.00023995655207960506,0.32391969602103077,0.34538847673243833,436800.0
heterogeneous,fast25,DFedSAM,7,8,0.34042589364406606,0.030977545408652066,0.0009596083195451007,0.31895954986955344,0.3618922374185787,561600.0
heterogeneous,fast25,DFedSAM,8,8,0.34190622096316836,0.02188804709162339,0.0004790866054851231,0.3267385781682593,0.3570738637580774,702000.0
heterogeneous,fast25,DFedSAM,9,8,0.35076960968510823,0.018844262431591458,0.0003551062265906892,0.33771120204830773,0.3638280173219087,858000.0
heterogeneous,fast25,DFedSAM,10,8,0.3501429783692671,0.02077160397572665,0.0004314595317244231,0.3357489911824565,0.36453696555607773,1029600.0
heterogeneous,fast25,DFedSAM,11,8,0.3501642071761275,0.014152765366561829,0.00020030076752095198,0.3403568411401543,0.3599715732121007,1216800.0
heterogeneous,fast25,DFedSAM,12,8,0.3505072726621079,0.016026385640956757,0.00025684503671266493,0.3394015540167693,0.3616129913074465,1419600.0
